County,SpeciesName,SpeciesCode,SpeciesCategory,SpeciesType,SpeciesGraphUrl,Link,Phenology,BreedAbundance,MigAbundance,WinterAbundance,YearAbundance,WeeksDetected,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
New Hanover,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Onslow,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Pamlico,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pender,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Rutherford,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Washington,Yellow Rail,yelrai,species,native,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelrai,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
Alamance,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-001&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-001&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,0,0,0,0,0,0,0,2,0,2,2,3,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Alexander,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Alleghany,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,5,4,5,4,3,3,0,0,0,3,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Anson,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,3,3,3,0,0,3,3,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ashe,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,possible,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,5,4,4,4,3,3,4,3,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Avery,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,3,4,4,3,3,3,3,2,2,3,0,3,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,
Beaufort,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bertie,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Bladen,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Brunswick,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,possible,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,2,2,0,1,2,1,1,0,0,2,2,3,2,3,3,4,4,4,4,3,2,2,0,0,0,0,0,0,0,0,,,,,
Buncombe,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,28,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,3,3,3,2,2,2,3,1,2,2,3,2,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,,,,,
Burke,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,unlikely,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,3,2,1,2,1,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cabarrus,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,unlikely,unlikely,unlikely,unlikely,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,0,0,0,0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Caldwell,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Camden,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Carteret,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,possible,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,1,0,0,0,0,1,2,3,2,2,3,3,3,4,4,4,3,3,0,0,0,0,0,0,1,0,0,,,,,
Caswell,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Catawba,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2,0,0,0,0,0,0,0,0,3,3,0,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chatham,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,5,3,3,3,2,2,2,0,0,2,3,3,3,3,4,3,4,5,5,5,3,1,0,0,0,0,0,0,0,0,0,,,,,
Cherokee,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,3,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chowan,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,3,0,0,0,0,0,0,3,1,3,5,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,,,,,
Clay,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,unlikely,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cleveland,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,3,3,2,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Columbus,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Craven,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,possible,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2,0,0,0,2,0,0,0,2,2,3,3,3,4,4,5,5,3,3,0,0,0,0,1,0,0,0,0,,,,,
Cumberland,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,2,2,2,3,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Currituck,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,2,0,2,0,0,1,3,3,3,3,4,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,,,,,
Dare,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,unlikely,possible,unlikely,possible,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,1,1,1,0,1,1,1,2,3,3,3,3,3,3,4,4,3,3,2,1,0,0,0,0,0,0,0,0,,,,,
Davidson,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Davie,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Duplin,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Durham,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,possible,25,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3,4,4,3,3,2,1,0,0,1,1,0,1,2,2,3,2,3,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,,,,,
Edgecombe,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Forsyth,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,4,4,3,3,3,2,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,0,1,0,0,0,0,0,0,0,,,,,
Franklin,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Gaston,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,unlikely,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,3,2,0,0,0,0,2,0,2,3,2,2,0,3,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,,,,
Gates,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Occasional,unlikely,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Graham,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,unlikely,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,2,3,0,3,3,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Granville,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,3,0,1,0,0,0,0,0,0,3,3,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guilford,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,3,2,1,0,1,0,0,3,3,3,3,4,3,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,,,,,
Halifax,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,unlikely,possible,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,2,3,3,0,0,0,0,0,0,4,0,4,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Harnett,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,unlikely,unlikely,unlikely,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Haywood,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,4,4,4,3,3,3,3,2,2,1,2,2,2,0,2,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,
Henderson,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,possible,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,3,3,2,2,2,2,0,1,2,2,3,3,3,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,,,,,
Hyde,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,possible,20,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,4,3,3,3,0,0,0,0,0,2,0,0,0,3,3,4,4,3,4,3,4,3,0,2,0,0,0,0,0,2,0,0,1,,,,,
Iredell,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Migratory,unlikely,possible,unlikely,unlikely,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,2,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,,,,,
Jackson,Yellow Warbler,yelwar,species,native,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=yelwar,Breeding,possible,possible,unlikely,unlikely,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,3,3,2,3,0,0,0,2,2,3,0,0,0,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
