ID_NCBA_BLOCK,ID_BLOCK_CODE,STATUS,surveyYear,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTEETLAH_CREEK-SE,35083C8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTIA-SE,35076G2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHILOH-SE,36076C1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHEPHERDS-SE,35080F7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHINING_ROCK-SE,35082C7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHINGLE_HOLLOW-SE,35082D1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
COOL_SPRINGS-SE,35080G6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKYLAND-SE,35082D5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHERN_PINES-SE,35079B4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVEN_SPRINGS-SE,35077B7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHERWOOD-SE,36081C7SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_HILL-SE,35080E3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKWELL-SE,35080E4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPICER_BAY-NW,34077D4NW,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIES-SE,35079D6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRUCE_PINE-SE,35082H1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONROE-SE,34080H5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH_MILLS-SE,36076D3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW_HILL-SE,35077D6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILERS_BALD-SE,35083E5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILOAM-SE,36080C5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGELAND-NW,34080G4NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SILVER_HILL-SE,34079H4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW_CAMP-SE,35079H4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLOCOMB-SE,35078B7SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST_GOLDSBORO-SE,35077C8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMOKEMONT-SE,35083E3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST_DURHAM-SE,35078H7SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST_EDEN-SE,36079D7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAG_PARK-SE,34077E7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANDINGSTONE_MOUNTAIN-CW,35082B5CW,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEADS_FERRY-SE,34077E4SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH_HILL_SE-SE,36078E1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLETARY_LAKE-SE,34078E4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH_RIVER-SE,34076H5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST_GOLDSBORO-SE,35078C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST_LUMBERTON-SE,34079E1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARTA_EAST-SE,36081E1SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPENCER-SE,36080E1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRING_CREEK-SE,35082G7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRING_HOPE-SE,35078H1SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANFIELD-SE,35080B4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH_CREEK-SE,35076C6SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST_LUMBERTON-SE,34078E8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHPORT-SE,33078H1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST_DURHAM-SE,35078H8SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPARTA_WEST-SE,36081E2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEED-SE,35077H4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHMONT-SE,35080F3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANCILS_CHAPEL-SE,35078F2SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATESVILLE_WEST-SE,35080G8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANTONSBURG-SE,35077E7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATESVILLE_EAST-SE,35080G7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUART_SE-SE,36080E3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEDMAN-SE,35078A6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLVA_SOUTH-SE,35083C2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABOR_CITY_WEST-CE,34078B8CE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARBORO-SE,35077H5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPOCO-SE,35083D8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYLVA_NORTH-SE,35083D2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMBERLAKE-SE,36078C8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROY-SE,35079C8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR-SE,35079D7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPSAIL-SE,34077D6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPPLY-SE,34078A3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRADESVILLE-NW,34080G5NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAYLORSVILLE-SE,35081H2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
THUNDERHEAD_MOUNTAIN-SE,35083E6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM-SE,36078B6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRENTON-SE,35077A3SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUNGSTEN-SE,36078E4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIPLE_SPRINGS-SE,36078D7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TROUTMAN-SE,35080F8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUSKEEGEE-SE,35083D6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALHALLA-SE,36076B6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
STELLA-SE,34077G2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANSBORO-SE,34077F1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNBURY-SE,36076D5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOWNSVILLE-SE,36078D4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMERLINS_CROSSROADS-SE,35077A8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMERFIELD-SE,36079B8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNSHINE-SE,35081D7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNBEAM-SE,36077E1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOMAHAWK-SE,34078F3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUCKASEGEE-SE,35083C1SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALDESE-SE,35081F5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITY-NW,34080G6NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION-SE,36077C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER_BROAD_CREEK-SE,35076A8SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TODD-SE,36081C5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
THELMA-SE,36077D7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
THURMOND-SE,36080C8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAR_HEEL-SE,34078F7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUMPY_POINT-CW,35075F6CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYRON_BAY-CW,34076G3CW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMOTHY-SE,35078B4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURKEY-SE,34078H2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNAKA-SE,35084B2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENTINES-SE,36077E7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALLE_CRUCIS-SE,36081B7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASS-SE,35079C3SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCEBORO-SE,35077C2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAINWRIGHT_ISLAND_OE_N-SE,35076A2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE_FOREST-SE,35078H5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WACO-SE,35081C4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPTON-SE,35083B6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABOR_CITY_EAST-SE,34078B7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUGAR_HILL-SE,35082E1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
STOVALL-SE,36078D5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANQUARTER-SE,35076D3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAPHILL-SE,36081C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEVENSON_POINT-NW,36076A2NW,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
STONY_POINT-SE,35081G1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKULLA-SE,34079G3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WADESBORO-SE,34080H1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICKSBORO-SE,36078C3SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAGRAM-SE,34079H3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANDER-SE,35078A7SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WADE-SE,35078B6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAVERVILLE-SE,35082F5SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRENTON-SE,36078D2SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITAKERS-SE,36077A6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTOVER-SE,35076H6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANDEMERE-SE,35076B6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGILINA-SE,o36078E7SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALKERTOWN-SE,36080B2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON-SE,35077E1SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYAH_BALD-SE,35083B5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIENNA-SE,36080B4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WADE_POINT-CW,36076B1CW,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHALEYVILLE-SE,36076E6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRENSVILLE-SE,36081D5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAXHAW-SE,34080H6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLACE_EAST-SE,34077F8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE_CROSS-SE,35079H2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE_HILL-SE,35079D3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELDON-SE,36077D5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST_END-SE,35079B5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALSTONBURG-SE,35077E6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WANCHESE-CW,35075G6CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE_ROCK-SE,35082H6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILSON-SE,35077F8SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINSTON-SALEM_WEST-SE,36080A3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALNUT_COVE-SE,36080C2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNESVILLE-SE,35082D8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESSER-SE,35083C5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITE_LAKE-SE,34078F4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARSAW_SOUTH-SE,34078H1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINNABOW-SE,34078B1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITTIER-SE,35083D3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLISTON-SE,34076G5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITEHEAD-SE,36081D2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILMINGTON-SE,34077B8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINSTEAD_CROSSROADS-SE,35077G8SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
YADKINVILLE-SE,36080B6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION_GROVE-SE,35079C5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODLAND-SE,36077C2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINSTON-SALEM_EAST-SE,36080A2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEDDINGTON-SE,35080A7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDSOR_NORTH-SE,36076A8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILKESBORO-SE,36081B2SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLIAMS-SE,35077B8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILMAR-SE,35077D2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINTON-SE,36076D8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATSON-SE,35080A4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEEKSVILLE-SE,36076B2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELCOME-SE,35080H3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARSAW_NORTH-SE,35078A1SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLACE_WEST-SE,34078F1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINDSOR_SOUTH-SE,35076H8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WINGATE-SE,34080H4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLIAMSTON-SE,35077G1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILTON-SE,36078B5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WILLIAMSBURG-SE,36079C5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHITEVILLE-SE,34078C6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODVILLE-SE,36077A2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
YANCEYVILLE-SE,36079D3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRIGHTSVILLE_BEACH-CW,34077B7CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEBULON-SE,35078G3SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIONVILLE-SE,36081C6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIRCONIA-NW,35082B4NW,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEOPIM_RIVER-CW,36076A4CW,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
WOODARD-SE,35076H7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.145144077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
